time_tick,acc_X_value,acc_Y_value,acc_Z_value
13.302560,-3.803924,-1.968403,-7.092776
13.335485,-5.704988,0.007033,-6.433450
13.369062,-11.114431,0.949784,-3.652485
13.402335,-14.079306,0.949933,-4.958569
13.435531,-16.410743,-1.581427,-4.910683
13.469457,-17.586488,-0.768716,0.863889
13.502204,-12.785942,1.726131,0.314101
13.535519,-6.772690,1.045555,-1.037923
13.569347,-5.050300,-1.642331,0.908183
13.602133,-4.536576,-0.785476,1.470691
13.635522,-0.951879,0.351212,1.962118
13.669453,-2.357924,-2.380071,-0.315597
13.702084,-2.901726,-0.898157,-0.244816
13.735577,-5.527810,-0.299436,-1.542819
13.769076,-16.700003,-6.993264,-0.341336
13.802408,-20.990267,-9.415085,-1.440613
13.835527,-18.451873,-10.648891,-3.068429
13.869000,-22.397209,-13.839279,-1.688721
13.902193,-14.058805,-9.351936,-0.387426
13.935712,-8.840905,-2.398328,-0.077066
13.969125,-5.173606,0.792659,-3.337337
14.002318,-4.811021,-2.624737,-3.555666
14.036143,-4.311662,-4.057120,-4.648808
14.069187,-5.376671,-5.007352,-4.091238
14.102305,-6.322265,-0.217581,-3.813800
14.136108,-3.059450,2.577749,-2.927465
14.169128,-1.898969,-1.251913,-5.089955
14.202418,-3.647248,-1.426097,-6.202251
14.235578,-6.204496,3.201461,-3.890866
14.269853,-15.084608,0.562957,-5.283144
14.302473,-18.103654,4.118024,-5.676705
14.335688,-18.871921,3.365919,-2.822715
14.369093,-13.823866,3.100602,1.188913
14.402301,-6.281412,2.801166,0.400893
14.435644,-2.762558,-1.718949,-0.097418
14.469134,-4.602718,-1.677497,0.119714
14.502265,-2.886463,-1.807687,0.495318
14.535891,-1.963914,-2.186134,0.059857
14.569197,-2.772734,0.132883,-0.403288
14.601958,-5.604428,-0.218329,0.113729
14.635923,-8.890886,-2.629376,-1.705780
14.668954,-18.327670,-9.111460,0.021100
14.702261,-19.508652,-12.430241,-1.958078
14.735824,-18.389472,-14.819141,-5.187672
14.768609,-19.728926,-13.525627,1.563769
14.802271,-13.154962,-8.225723,1.224678
14.836188,-6.502285,1.377912,-1.388836
14.869153,-3.963892,-1.183376,-5.541278
14.902348,-2.875389,-3.394201,-4.864294
14.935993,-7.633586,-5.062421,-4.086300
14.968578,-7.007181,-1.350677,-5.050001
15.002227,-5.000020,0.008979,-5.947709
15.035723,-1.833725,-1.107059,-6.222752
15.069445,-2.639402,-0.775899,-7.553826
15.102415,-2.861622,2.196609,-6.425518
15.136106,-10.599210,3.447325,-6.823120
